token	lemma	pos	msd	msd_morph	msd_mode	msd_temps	msd_pers	msd_nomb	msd_genre	msd_cas
qu’	que	PROrel	MORPH=empty	MORPH=empty						
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=m|CAS=n				PERS.=0	NOMB.=s	GENRE=m	CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
épargner	espargner	VERinf	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſang	sang	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
hommes	homme	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
pour	pour	PRE	MORPH=empty	MORPH=empty						
ce	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
que	que	PROrel	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
grand	grand	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
nombre	nombre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
ſupplices	supplice	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
apporte	apporter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
pas	pas	ADVgen	MORPH=empty	MORPH=empty						
moins	moins	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
des	un	DETndf	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
-	-	PONfbl	MORPH=empty	MORPH=empty						
honneur	honneur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
à	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
vn	un	ADVgen	NOMB.=s					NOMB.=s		
Prince	prince	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
grand	grand	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
nombre	nombre	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
funerailles	funérailles	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
aà	aù	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
vn	un	ADVgen	MORPH=empty	MORPH=empty						
Medecin	médecin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
C’	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
doncauee	doncauer	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
raiſon	raison	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
que	que	PROrel	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
on	on	PROind	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
mettra	mettre	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s		MODE=ind	TEMPS=fut	PERS.=3	NOMB.=s		
delormais	délormer	ADVgen	MORPH=empty	MORPH=empty						
leMazarin	lémazarin	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
rang	rang	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
demons	démon	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
ſont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
capables	capable	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
que	que	CONsub	MORPH=empty	MORPH=empty						
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
mal	mal	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
peut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
eſtre	être	VERinf	MORPH=empty	MORPH=empty						
auſſi	aussi	ADVgen	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
comme	comme	CONsub	MORPH=empty	MORPH=empty						
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i				PERS.=3	NOMB.=p	GENRE=m	CAS=i
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
porte	porter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s		MODE=sub	TEMPS=pst	PERS.=3	NOMB.=s		
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m				PERS.=3	NOMB.=s	GENRE=m	
enfer	enfer	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
dedans	dedans	PRE	MORPH=empty	MORPH=empty						
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
ſein	sein	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
S’	si	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
luy	il	PROper	PERS.=3|NOMB.=s|CAS=r				PERS.=3	NOMB.=s		CAS=r
reſte	rester	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
quelque	quelque	DETind	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
peu	peu	PROind	GENRE=n						GENRE=n	
de	de	PRE	MORPH=empty	MORPH=empty						
conſcience	conscience	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n				PERS.=3	NOMB.=s	GENRE=f	CAS=n
doit	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
eſtre	être	VERinf	MORPH=empty	MORPH=empty						
dechiré́e	déchirée	VERppe	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
par	par	PRE	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
remords	remords	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ſes	son	DETpos	PERS.=3|NOMB.=p|GENRE=f				PERS.=3	NOMB.=p	GENRE=f	
crimescõme	crimescyme	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
par	par	PRE	MORPH=empty	MORPH=empty						
mille	mille	DETcar	NOMB.=p					NOMB.=p		
imptoya	imptoya	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
bles	blé	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
bourreaux	bourreau	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Toutefois	toutefois	ADVgen	MORPH=empty	MORPH=empty						
comme	comme	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
aintelligence	aintelligence	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
aueç	avec	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
cette	ce	DETdem	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ſorte	sorte	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
perſonnes	personne	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
(	(	PONpga	MORPH=empty	MORPH=empty						
ie	je	PROper	PERS.=1|NOMB.=s				PERS.=1	NOMB.=s		
veux	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=1	NOMB.=s		
dire	dire	VERinf	MORPH=empty	MORPH=empty						
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
Financiers	financier	NOMpro	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
quiſont	quisont	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=p		
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
bourreaux	bourreau	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
pauure	pauvre	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
peuple	peuple	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
)	)	PONpdr	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
puis	puis	ADVgen	MORPH=empty	MORPH=empty						
qu’	que	CONsub	MORPH=empty	MORPH=empty						
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
en	en	PROadv	MORPH=empty	MORPH=empty						
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
protecteur	protecteur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
il	il	PROimp	PERS.=0|NOMB.=s|GENRE=m|CAS=n				PERS.=0	NOMB.=s	GENRE=m	CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
croite	croîter	NOMcom	NOMB.=s					NOMB.=s		
qu	que	CONsub	MORPH=empty	MORPH=empty						
ileneſt	ilener	ADJqua	NOMB.=p					NOMB.=p		
moins	moins	ADVgen	MORPH=empty	MORPH=empty						
tourmenté	tourmenter	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
.	.	PONfrt	MORPH=empty	MORPH=empty						
Cependant	cependant	ADVgen	MORPH=empty	MORPH=empty						
ie	je	PROper	PERS.=1|NOMB.=s				PERS.=1	NOMB.=s		
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r
figure	figurer	VERcjg	TEMPS=pst|NOMB.=s			TEMPS=pst		NOMB.=s		
,	,	PONfbl	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
s’	si	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
fait	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
reſtitutioa	restitution	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
ſes	son	DETpos	PERS.=3|NOMB.=p|GENRE=m				PERS.=3	NOMB.=p	GENRE=m	
larcins	larcin	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
particulierement	particulièrement	ADVgen	MORPH=empty	MORPH=empty						
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Roy	roi	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qu’	que	PROrel	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p				PERS.=1	NOMB.=p		
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
enleué	enlever	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
qu’	que	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
aura	avoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s		MODE=ind	TEMPS=fut	PERS.=3	NOMB.=s		
des	un	DETndf	NOMB.=p					NOMB.=p		
bourreaux	bourreau	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
eternels	éternel	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
auſſi	aussi	ADVgen	MORPH=empty	MORPH=empty						
bien	bien	ADVgen	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
des	un	DETndf	NOMB.=p					NOMB.=p		
tourmens	tourment	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
qui	qui	PROrel	MORPH=empty	MORPH=empty						
ne	ne	ADVneg	MORPH=empty	MORPH=empty						
finiront	finir	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=p		MODE=ind	TEMPS=fut	PERS.=3	NOMB.=p		
iamais	jamais	ADVgen	MORPH=empty	MORPH=empty						
.	.	PONfrt	MORPH=empty	MORPH=empty						
Il	il	PROimp	PERS.=0|NOMB.=s|GENRE=n|CAS=n				PERS.=0	NOMB.=s	GENRE=n	CAS=n
me	je	PROper	PERS.=1|NOMB.=s|CAS=r				PERS.=1	NOMB.=s		CAS=r
ſemble	sembler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
que	que	CONsub	MORPH=empty	MORPH=empty						
c’	ce	PROdem	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
eſtoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=s		
bien	bien	ADVgen	MORPH=empty	MORPH=empty						
aſſez	assez	ADVgen	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
paſſer	passer	VERinf	MORPH=empty	MORPH=empty						
pour	pour	PRE	MORPH=empty	MORPH=empty						
vn	un	ADVgen	MORPH=empty	MORPH=empty						
coupeur	coupeur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
bourſeſans	boursesan	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
ioindre	joindre	VERinf	MORPH=empty	MORPH=empty						
aà̀	avoir	VERppe	NOMB.=s					NOMB.=s		
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
crime	crime	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
celuy	celui	PROdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
voleur	voleur	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
nuict	nuit	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
puis	puis	ADVgen	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
ceſt	ce	PROper	PERS.=2|NOMB.=p				PERS.=2	NOMB.=p		
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
faueur	faveur	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
des	de_le	PRE.DETdef	NOMB.=p					NOMB.=p		
tenebres	ténèbre	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
qu	que	PROrel	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
nous	nous	PROper	PERS.=1|NOMB.=p				PERS.=1	NOMB.=p		
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
derobé	dérober	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
noſtreieune	nostreieune	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
Monarque	monarque	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
.	.	PONfrt	MORPH=empty	MORPH=empty						
N’	ne	ADVneg	MORPH=empty	MORPH=empty						
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
pas	pas	ADVneg	MORPH=empty	MORPH=empty						
vray	vrai	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
die	dire	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qu’	que	CONsub	MORPH=empty	MORPH=empty						
apres	après	PRE	MORPH=empty	MORPH=empty						
auoir	avoir	VERinf	MORPH=empty	MORPH=empty						
ouuragé	ouvrager	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
tous	tout	DETind	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
Potentats	potentat	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
terre	terre	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
&	et	CONcoo	MORPH=empty	MORPH=empty						
toutes	tout	DETind	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
les	le	DETdef	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
nations	nation	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
deſſein	dessein	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
d’	de	PRE	MORPH=empty	MORPH=empty						
entreprendreſur	entreprendre	VERinf	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
authorité	autorité	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
S	s	NOMpro	NOMB.=s					NOMB.=s		
.	.	PONpxx	MORPH=empty	MORPH=empty						
Siege	siège	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
puis	puis	ADVgen	MORPH=empty	MORPH=empty						
que	que	CONsub	MORPH=empty	MORPH=empty						
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
eſtant	être	VERppa	MORPH=empty	MORPH=empty						
pas	pas	ADVgen	MORPH=empty	MORPH=empty						
Pape	pape	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
inſtituer	instituer	VERinf	MORPH=empty	MORPH=empty						
va	aller	DETcar	PERS.=3|NOMB.=s				PERS.=3	NOMB.=s		
ouueau	ouveau	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ieuſne	jeune	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
en	en	ADVgen	MORPH=empty	MORPH=empty						
affamant	affamer	VERppa	MORPH=empty	MORPH=empty						
la	le	DETdef	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
ville	ville	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
de	de	PRE	MORPH=empty	MORPH=empty						
Paris	Paris	NOMpro	NOMB.=s					NOMB.=s		
.	.	PONfrt	MORPH=empty	MORPH=empty						
Mais	mais	CONcoo	MORPH=empty	MORPH=empty						
.	.	PONfrt	MORPH=empty	MORPH=empty						
omme	omme	NOMcom	NOMB.=s					NOMB.=s		
ce	ce	DETdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
deſſein	dessein	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
eſt	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
horrible	horrible	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
le	le	DETdef	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
Ciel	ciel	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
n’	ne	ADVneg	MORPH=empty	MORPH=empty						
exauce	exaucer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
pasſes	passer	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
vœux	vœu	ADJqua	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
,	,	PONfbl	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
s’	se	PROper	PERS.=3				PERS.=3			
oppoſe	opposer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
a	à	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
ſes	son	DETpos	PERS.=3|NOMB.=p|GENRE=f				PERS.=3	NOMB.=p	GENRE=f	
iniuſtes	injuste	ADJqua	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
pretentions	prétention	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
,	,	PONfbl	MORPH=empty	MORPH=empty						
Dieu	Dieu	NOMpro	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
ſoin	soin	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
des	de_le	DETndf	NOMB.=p					NOMB.=p		
innocens	innocent	NOMcom	NOMB.=p|GENRE=f					NOMB.=p	GENRE=f	
que	que	PROrel	MORPH=empty	MORPH=empty						
cét	ce	PROper	PERS.=3|NOMB.=s				PERS.=3	NOMB.=s		
herode	hérode	NOMcom	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
voudroit	vouloir	VERcjg	MODE=con|PERS.=3|NOMB.=s		MODE=con		PERS.=3	NOMB.=s		
egorger	égorger	VERinf	MORPH=empty	MORPH=empty						
.	.	PONfrt	MORPH=empty	MORPH=empty						
Si	si	CONsub	MORPH=empty	MORPH=empty						
l’	le	DETdef	NOMB.=s|GENRE=n					NOMB.=s	GENRE=n	
õ6	36	CONcoo	MORPH=empty	MORPH=empty						
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
dit	dire	VERppe	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
de	de	PRE	MORPH=empty	MORPH=empty						
celuy	celui	PROdem	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
là	lat	ADJqua	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
qu’	que	CONsub	MORPH=empty	MORPH=empty						
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n				PERS.=3	NOMB.=s	GENRE=m	CAS=n
valloit	valoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s		MODE=ind	TEMPS=ipf	PERS.=3	NOMB.=s		
mieux	mieux	ADVgen	MORPH=empty	MORPH=empty						
étreſon	étréson	ADJqua	NOMB.=s|GENRE=f					NOMB.=s	GENRE=f	
pourceau	pourceau	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
que	que	CONsub	MORPH=empty	MORPH=empty						
ſon	son	DETpos	PERS.=3|NOMB.=s|GENRE=m				PERS.=3	NOMB.=s	GENRE=m	
fils	fils	NOMcom	NOMB.=s|GENRE=m					NOMB.=s	GENRE=m	
on	on	PROind	PERS.=3|NOMB.=s|CAS=n				PERS.=3	NOMB.=s		CAS=n
peurt	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s		MODE=ind	TEMPS=pst	PERS.=3	NOMB.=s		
dire	dire	VERinf	MORPH=empty	MORPH=empty						
de	de	PRE	MORPH=empty	MORPH=empty						
ceuy	ceui	NOMcom	NOMB.=p|GENRE=m					NOMB.=p	GENRE=m	
